VARIABLES="X" "Y" "PSI"
ZONE     I=20     J=20
0	         0	         1
0	 0.0526316	         1
0	  0.105263	         1
0	  0.157895	         1
0	  0.210526	         1
0	  0.263158	         1
0	  0.315789	         1
0	  0.368421	         1
0	  0.421053	         1
0	  0.473684	         1
0	  0.526316	         1
0	  0.578947	         1
0	  0.631579	         1
0	  0.684211	         1
0	  0.736842	         1
0	  0.789474	         1
0	  0.842105	         1
0	  0.894737	         1
0	  0.947368	         1
0	         1	         0
0.0526316	         0	         1
0.0526316	 0.0526316	  0.849268
0.0526316	  0.105263	   0.78132
0.0526316	  0.157895	  0.744814
0.0526316	  0.210526	  0.721932
0.0526316	  0.263158	  0.705609
0.0526316	  0.315789	  0.692633
0.0526316	  0.368421	  0.681328
0.0526316	  0.421053	   0.67068
0.0526316	  0.473684	  0.659971
0.0526316	  0.526316	  0.648578
0.0526316	  0.578947	  0.635848
0.0526316	  0.631579	  0.620954
0.0526316	  0.684211	  0.602666
0.0526316	  0.736842	  0.578914
0.0526316	  0.789474	  0.545749
0.0526316	  0.842105	  0.494683
0.0526316	  0.894737	  0.404924
0.0526316	  0.947368	  0.218298
0.0526316	         1	         0
0.105263	         0	         1
0.105263	 0.0526316	  0.903435
0.105263	  0.105263	  0.835868
0.105263	  0.157895	    0.7898
0.105263	  0.210526	  0.756822
0.105263	  0.263158	   0.73147
0.105263	  0.315789	  0.710438
0.105263	  0.368421	  0.691666
0.105263	  0.421053	  0.673754
0.105263	  0.473684	  0.655632
0.105263	  0.526316	  0.636348
0.105263	  0.578947	    0.6149
0.105263	  0.631579	  0.590062
0.105263	  0.684211	  0.560132
0.105263	  0.736842	  0.522511
0.105263	  0.789474	  0.472962
0.105263	  0.842105	  0.404388
0.105263	  0.894737	  0.305485
0.105263	  0.947368	  0.163692
0.105263	         1	         0
0.157895	         0	         1
0.157895	 0.0526316	  0.928605
0.157895	  0.105263	  0.868917
0.157895	  0.157895	  0.821695
0.157895	  0.210526	  0.784088
0.157895	  0.263158	   0.75301
0.157895	  0.315789	  0.725985
0.157895	  0.368421	  0.701144
0.157895	  0.421053	  0.677037
0.157895	  0.473684	  0.652457
0.157895	  0.526316	  0.626283
0.157895	  0.578947	  0.597342
0.157895	  0.631579	  0.564262
0.157895	  0.684211	  0.525289
0.157895	  0.736842	  0.478036
0.157895	  0.789474	  0.419202
0.157895	  0.842105	  0.344421
0.157895	  0.894737	  0.248934
0.157895	  0.947368	  0.130986
0.157895	         1	         0
0.210526	         0	         1
0.210526	 0.0526316	  0.942069
0.210526	  0.105263	    0.8895
0.210526	  0.157895	  0.843978
0.210526	  0.210526	  0.804825
0.210526	  0.263158	  0.770497
0.210526	  0.315789	   0.73935
0.210526	  0.368421	  0.709888
0.210526	  0.421053	  0.680795
0.210526	  0.473684	  0.650877
0.210526	  0.526316	  0.618985
0.210526	  0.578947	  0.583922
0.210526	  0.631579	  0.544358
0.210526	  0.684211	  0.498727
0.210526	  0.736842	  0.445142
0.210526	  0.789474	  0.381391
0.210526	  0.842105	   0.30516
0.210526	  0.894737	  0.214846
0.210526	  0.947368	  0.111319
0.210526	         1	         0
0.263158	         0	         1
0.263158	 0.0526316	  0.950171
0.263158	  0.105263	  0.903036
0.263158	  0.157895	  0.859894
0.263158	  0.210526	  0.820737
0.263158	  0.263158	  0.784806
0.263158	  0.315789	   0.75103
0.263158	  0.368421	  0.718264
0.263158	  0.421053	  0.685378
0.263158	  0.473684	  0.651274
0.263158	  0.526316	  0.614858
0.263158	  0.578947	  0.575006
0.263158	  0.631579	  0.530523
0.263158	  0.684211	  0.480118
0.263158	  0.736842	  0.422415
0.263158	  0.789474	  0.356059
0.263158	  0.842105	  0.279983
0.263158	  0.894737	   0.19397
0.263158	  0.947368	 0.0994433
0.263158	         1	         0
0.315789	         0	         1
0.315789	 0.0526316	  0.955581
0.315789	  0.105263	  0.912581
0.315789	  0.157895	  0.871824
0.315789	  0.210526	  0.833423
0.315789	  0.263158	  0.796961
0.315789	  0.315789	  0.761703
0.315789	  0.368421	  0.726761
0.315789	  0.421053	  0.691181
0.315789	  0.473684	  0.653983
0.315789	  0.526316	  0.614168
0.315789	  0.578947	  0.570721
0.315789	  0.631579	   0.52261
0.315789	  0.684211	  0.468807
0.315789	  0.736842	  0.408344
0.315789	  0.789474	  0.340446
0.315789	  0.842105	  0.264744
0.315789	  0.894737	  0.181608
0.315789	  0.947368	 0.0924845
0.315789	         1	         0
0.368421	         0	         1
0.368421	 0.0526316	  0.959571
0.368421	  0.105263	  0.919885
0.368421	  0.157895	  0.881399
0.368421	  0.210526	  0.844174
0.368421	  0.263158	  0.807913
0.368421	  0.315789	  0.772061
0.368421	  0.368421	  0.735897
0.368421	  0.421053	  0.698605
0.368421	  0.473684	   0.65931
0.368421	  0.526316	  0.617113
0.368421	  0.578947	  0.571103
0.368421	  0.631579	  0.520392
0.368421	  0.684211	  0.464155
0.368421	  0.736842	  0.401711
0.368421	  0.789474	  0.332637
0.368421	  0.842105	  0.256939
0.368421	  0.894737	  0.175232
0.368421	  0.947368	 0.0888872
0.368421	         1	         0
0.421053	         0	         1
0.421053	 0.0526316	  0.962818
0.421053	  0.105263	   0.92599
0.421053	  0.157895	  0.889715
0.421053	  0.210526	  0.853961
0.421053	  0.263158	  0.818457
0.421053	  0.315789	  0.782732
0.421053	  0.368421	  0.746165
0.421053	  0.421053	  0.708032
0.421053	  0.473684	  0.667542
0.421053	  0.526316	  0.623871
0.421053	  0.578947	  0.576187
0.421053	  0.631579	    0.5237
0.421053	  0.684211	  0.465712
0.421053	  0.736842	  0.401707
0.421053	  0.789474	  0.331455
0.421053	  0.842105	  0.255143
0.421053	  0.894737	  0.173496
0.421053	  0.947368	 0.0878317
0.421053	         1	         0
0.473684	         0	         1
0.473684	 0.0526316	  0.965714
0.473684	  0.105263	  0.931542
0.473684	  0.157895	  0.897511
0.473684	  0.210526	  0.863499
0.473684	  0.263158	  0.829224
0.473684	  0.315789	  0.794247
0.473684	  0.368421	     0.758
0.473684	  0.421053	  0.719817
0.473684	  0.473684	  0.678959
0.473684	  0.526316	  0.634642
0.473684	  0.578947	  0.586077
0.473684	  0.631579	  0.532509
0.473684	  0.684211	  0.473288
0.473684	  0.736842	  0.407951
0.473684	  0.789474	  0.336332
0.473684	  0.842105	  0.258684
0.473684	  0.894737	  0.175778
0.473684	  0.947368	 0.0889433
0.473684	         1	         0
0.526316	         0	         1
0.526316	 0.0526316	  0.968495
0.526316	  0.105263	  0.936955
0.526316	  0.157895	  0.905288
0.526316	  0.210526	  0.873304
0.526316	  0.263158	  0.840695
