VARIABLES="X" "Y" "TEMPERATURE"
ZONE I=31 J=21 DATAPACKING=POINT
0	0	0
0	0.2	0
0	0.4	0
0	0.6	0
0	0.8	0
0	1	0
0	1.2	0
0	1.4	0
0	1.6	0
0	1.8	0
0	2	0
0	2.2	0
0	2.4	0
0	2.6	0
0	2.8	0
0	3	0
0	3.2	0
0	3.4	0
0	3.6	0
0	3.8	0
0	4	0
0.2	0	0
0.2	0.2	1.98297
0.2	0.4	3.53633
0.2	0.6	4.51845
0.2	0.8	4.99547
0.2	1	5.10395
0.2	1.2	4.97332
0.2	1.4	4.70081
0.2	1.6	4.35146
0.2	1.8	3.96578
0.2	2	3.56764
0.2	2.2	3.17034
0.2	2.4	2.78071
0.2	2.6	2.40172
0.2	2.8	2.0341
0.2	3	1.67726
0.2	3.2	1.32994
0.2	3.4	0.99046
0.2	3.6	0.656957
0.2	3.8	0.32747
0.2	4	0
0.4	0	0
0.4	0.2	4.39554
0.4	0.4	7.64391
0.4	0.6	9.54199
0.4	0.8	10.3595
0.4	1	10.447
0.4	1.2	10.0885
0.4	1.4	9.47845
0.4	1.6	8.73925
0.4	1.8	7.94401
0.4	2	7.13443
0.4	2.2	6.33301
0.4	2.4	5.55078
0.4	2.6	4.79208
0.4	2.8	4.0574
0.4	3	3.34501
0.4	3.2	2.65204
0.4	3.4	1.97494
0.4	3.6	1.3099
0.4	3.8	0.652925
0.4	4	0
0.6	0	0
0.6	0.2	7.95529
0.6	0.4	13.1018
0.6	0.6	15.6461
0.6	0.8	16.4534
0.6	1	16.2361
0.6	1.2	15.4553
0.6	1.4	14.3852
0.6	1.6	13.1831
0.6	1.8	11.9366
0.6	2	10.6931
0.6	2.2	9.47648
0.6	2.4	8.29731
0.6	2.6	7.15844
0.6	2.8	6.05839
0.6	3	4.99336
0.6	3.2	3.95825
0.6	3.4	2.94738
0.6	3.6	1.95476
0.6	3.8	0.974333
0.6	4	0
0.8	0	0
0.8	0.2	14.3239
0.8	0.4	21.1618
0.8	0.6	23.4873
0.8	0.8	23.572
0.8	1	22.5888
0.8	1.2	21.1113
0.8	1.4	19.424
0.8	1.6	17.6712
0.8	1.8	15.9262
0.8	2	14.2248
0.8	2.2	12.5825
0.8	2.4	11.0036
0.8	2.6	9.48595
0.8	2.8	8.02438
0.8	3	6.61177
0.8	3.2	5.24023
0.8	3.4	3.90155
0.8	3.6	2.58744
0.8	3.8	1.28965
0.8	4	0
1	0	0
1	0.2	28.1784
1	0.4	33.7342
1	0.6	33.5693
1	0.8	31.7585
1	1	29.4358
1	1.2	26.9771
1	1.4	24.5284
1	1.6	22.1516
1	1.8	19.8722
1	2	17.6974
1	2.2	15.6252
1	2.4	13.6484
1	2.6	11.7574
1	2.8	9.94141
1	3	8.18912
1	3.2	6.48936
1	3.4	4.83115
1	3.6	3.20379
1	3.8	1.59682
1	4	0
1.2	0	100
1.2	0.2	64.6555
1.2	0.4	52.0272
1.2	0.6	45.2971
