iteration(log10) 	error(log10)
1633	-5.42194
1634	-5.42493
1635	-5.42792
1636	-5.43091
1637	-5.43391
1638	-5.4369
1639	-5.43989
1640	-5.44288
1641	-5.44587
1642	-5.44886
1643	-5.45185
1644	-5.45485
1645	-5.45784
1646	-5.46083
1647	-5.46382
1648	-5.46681
1649	-5.4698
1650	-5.47279
1651	-5.47579
1652	-5.47878
1653	-5.48177
1654	-5.48476
1655	-5.48775
1656	-5.49074
1657	-5.49374
1658	-5.49673
1659	-5.49972
1660	-5.50271
1661	-5.5057
1662	-5.50869
1663	-5.51168
1664	-5.51468
1665	-5.51767
1666	-5.52066
1667	-5.52365
1668	-5.52664
1669	-5.52963
1670	-5.53262
1671	-5.53562
1672	-5.53861
1673	-5.5416
1674	-5.54459
1675	-5.54758
1676	-5.55057
1677	-5.55356
1678	-5.55656
1679	-5.55955
1680	-5.56254
1681	-5.56553
1682	-5.56852
1683	-5.57151
1684	-5.57451
1685	-5.5775
1686	-5.58049
1687	-5.58348
1688	-5.58647
1689	-5.58946
1690	-5.59245
1691	-5.59545
1692	-5.59844
1693	-5.60143
1694	-5.60442
1695	-5.60741
1696	-5.6104
1697	-5.61339
1698	-5.61639
1699	-5.61938
1700	-5.62237
1701	-5.62536
1702	-5.62835
1703	-5.63134
1704	-5.63433
1705	-5.63733
1706	-5.64032
1707	-5.64331
1708	-5.6463
1709	-5.64929
1710	-5.65228
1711	-5.65528
1712	-5.65827
1713	-5.66126
1714	-5.66425
1715	-5.66724
1716	-5.67023
1717	-5.67322
1718	-5.67622
1719	-5.67921
1720	-5.6822
1721	-5.68519
1722	-5.68818
1723	-5.69117
1724	-5.69416
1725	-5.69716
1726	-5.70015
1727	-5.70314
1728	-5.70613
1729	-5.70912
1730	-5.71211
1731	-5.7151
1732	-5.7181
1733	-5.72109
1734	-5.72408
1735	-5.72707
1736	-5.73006
1737	-5.73305
1738	-5.73605
1739	-5.73904
1740	-5.74203
1741	-5.74502
1742	-5.74801
1743	-5.751
1744	-5.75399
1745	-5.75699
1746	-5.75998
1747	-5.76297
1748	-5.76596
1749	-5.76895
1750	-5.77194
1751	-5.77493
1752	-5.77793
1753	-5.78092
1754	-5.78391
1755	-5.7869
1756	-5.78989
1757	-5.79288
1758	-5.79587
1759	-5.79887
1760	-5.80186
1761	-5.80485
1762	-5.80784
1763	-5.81083
1764	-5.81382
1765	-5.81682
1766	-5.81981
1767	-5.8228
1768	-5.82579
1769	-5.82878
1770	-5.83177
1771	-5.83476
1772	-5.83776
1773	-5.84075
1774	-5.84374
1775	-5.84673
1776	-5.84972
1777	-5.85271
1778	-5.8557
1779	-5.8587
1780	-5.86169
1781	-5.86468
1782	-5.86767
1783	-5.87066
1784	-5.87365
1785	-5.87664
1786	-5.87964
1787	-5.88263
1788	-5.88562
1789	-5.88861
1790	-5.8916
1791	-5.89459
1792	-5.89759
1793	-5.90058
1794	-5.90357
1795	-5.90656
1796	-5.90955
1797	-5.91254
1798	-5.91553
1799	-5.91853
1800	-5.92152
1801	-5.92451
1802	-5.9275
1803	-5.93049
1804	-5.93348
1805	-5.93647
1806	-5.93947
1807	-5.94246
1808	-5.94545
1809	-5.94844
1810	-5.95143
1811	-5.95442
1812	-5.95741
1813	-5.96041
1814	-5.9634
1815	-5.96639
1816	-5.96938
1817	-5.97237
1818	-5.97536
1819	-5.97836
1820	-5.98135
1821	-5.98434
1822	-5.98733
1823	-5.99032
1824	-5.99331
1825	-5.9963
1826	-5.9993
1827	-6.00229
